id,state,stop_date,stop_time,location_raw,county_name,county_fips,fine_grained_location,police_department,driver_gender,driver_age_raw,driver_age,driver_race_raw,driver_race,violation_raw,violation,search_conducted,search_type_raw,search_type,contraband_found,stop_outcome,is_arrested,stop_duration,vehicle_type,drugs_related_stop,district
IL-2004-000104,IL,2004-01-01,03:00,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1980.0,24.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Olds 1991,,ILLINOIS STATE POLICE 11
IL-2004-000105,IL,2004-01-01,03:02,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1985.0,19.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 2000,,ILLINOIS STATE POLICE 11
IL-2004-000106,IL,2004-01-01,03:05,ILLINOIS STATE POLICE 20,,,20,Illinois State Police,M,1983.0,21.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Olds 1998,,ILLINOIS STATE POLICE 20
IL-2004-000107,IL,2004-01-01,03:10,ILLINOIS STATE POLICE 05,,,05,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Moving Violation,Other",Moving violation,TRUE,Incident to Arrest,Incident to Arrest,TRUE,Citation,,,Dodg 1994,TRUE,ILLINOIS STATE POLICE 05
IL-2004-000108,IL,2004-01-01,03:15,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Volk 2002,,ILLINOIS STATE POLICE 10
IL-2004-000109,IL,2004-01-01,03:15,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1958.0,46.0,African American,Black,"License Plate/Registration,NA",Registration/plates,TRUE,,,FALSE,Citation,,,Ford 1984,,ILLINOIS STATE POLICE 11
IL-2004-000110,IL,2004-01-01,03:16,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1982.0,22.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Hond 1996,,ILLINOIS STATE POLICE 15
IL-2004-000111,IL,2004-01-01,03:19,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1980.0,24.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Kia 1998,,ILLINOIS STATE POLICE 15
IL-2004-000112,IL,2004-01-01,03:20,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1951.0,53.0,Caucasian,White,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Ford 2001,,ILLINOIS STATE POLICE 15
IL-2004-000113,IL,2004-01-01,03:22,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1953.0,51.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,TRUE,Incident to Arrest,Incident to Arrest,FALSE,Citation,,,Chev 1988,,ILLINOIS STATE POLICE 08
IL-2004-000114,IL,2004-01-01,03:31,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1968.0,36.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Pont 1990,,ILLINOIS STATE POLICE 09
IL-2004-000115,IL,2004-01-01,03:35,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1975.0,29.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Pont 2003,,ILLINOIS STATE POLICE 08
IL-2004-000116,IL,2004-01-01,03:47,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1942.0,62.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Suba 1989,,ILLINOIS STATE POLICE 15
IL-2004-000117,IL,2004-01-01,03:50,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1983.0,21.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Chev 2002,,ILLINOIS STATE POLICE 15
IL-2004-000118,IL,2004-01-01,03:57,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1976.0,28.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Niss 2001,,ILLINOIS STATE POLICE 15
IL-2004-000119,IL,2004-01-01,04:00,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1963.0,41.0,African American,Black,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Dodg 2001,,ILLINOIS STATE POLICE 15
IL-2004-000120,IL,2004-01-01,04:00,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1968.0,36.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Written Warning,,,Dodg 1994,,ILLINOIS STATE POLICE 10
IL-2004-000121,IL,2004-01-01,04:15,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1970.0,34.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Plym 1990,,ILLINOIS STATE POLICE 10
IL-2004-000122,IL,2004-01-01,04:15,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1949.0,55.0,Caucasian,White,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Lexa 2003,,ILLINOIS STATE POLICE 15
IL-2004-000123,IL,2004-01-01,04:27,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1963.0,41.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Cadi 1993,,ILLINOIS STATE POLICE 15
IL-2004-000124,IL,2004-01-01,04:29,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1980.0,24.0,Hispanic,Hispanic,"Moving Violation,Other",Moving violation,TRUE,Incident to Arrest,Incident to Arrest,FALSE,Citation,,,Hond 1994,,ILLINOIS STATE POLICE 15
IL-2004-000125,IL,2004-01-01,04:30,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1979.0,25.0,African American,Black,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Merc 1989,,ILLINOIS STATE POLICE 03
IL-2004-000126,IL,2004-01-01,04:34,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,M,1957.0,47.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Chev 1988,,ILLINOIS STATE POLICE 13
IL-2004-000127,IL,2004-01-01,04:37,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,F,1978.0,26.0,Hispanic,Hispanic,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 2000,,ILLINOIS STATE POLICE 10
IL-2004-000128,IL,2004-01-01,04:40,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1956.0,48.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Merc 2000,,ILLINOIS STATE POLICE 15
IL-2004-000129,IL,2004-01-01,04:45,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,M,1975.0,29.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Lexu 1994,,ILLINOIS STATE POLICE 02
IL-2004-000130,IL,2004-01-01,04:45,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,F,1979.0,25.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Hond 2003,,ILLINOIS STATE POLICE 22
IL-2004-000131,IL,2004-01-01,04:45,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,M,1970.0,34.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 2004,,ILLINOIS STATE POLICE 06
IL-2004-000132,IL,2004-01-01,04:52,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1977.0,27.0,African American,Black,"Moving Violation,SeatBelt",Seat belt,FALSE,,,FALSE,Citation,,,Cadi 1990,,ILLINOIS STATE POLICE 09
IL-2004-000133,IL,2004-01-01,05:00,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1976.0,28.0,Caucasian,White,"Moving Violation,Other",Moving violation,TRUE,Incident to Arrest,Incident to Arrest,FALSE,Citation,,,Pont 1999,,ILLINOIS STATE POLICE 15
IL-2004-000134,IL,2004-01-01,05:05,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1982.0,22.0,Asian/Pacific Islander,Asian,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 2002,,ILLINOIS STATE POLICE 10
IL-2004-000135,IL,2004-01-01,05:06,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1964.0,40.0,Hispanic,Hispanic,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Ford 1992,,ILLINOIS STATE POLICE 10
IL-2004-000136,IL,2004-01-01,05:45,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1947.0,57.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Frht 2000,,ILLINOIS STATE POLICE 18
IL-2004-000137,IL,2004-01-01,05:52,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,M,1952.0,52.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Mits 1994,,ILLINOIS STATE POLICE 02
IL-2004-000138,IL,2004-01-01,06:05,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,F,1978.0,26.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pont 2001,,ILLINOIS STATE POLICE 02
IL-2004-000139,IL,2004-01-01,06:09,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1983.0,21.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Niss 2002,,ILLINOIS STATE POLICE 18
IL-2004-000140,IL,2004-01-01,06:10,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,F,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Toyt 1999,,ILLINOIS STATE POLICE 03
IL-2004-000141,IL,2004-01-01,06:15,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1964.0,40.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Plym 1989,,ILLINOIS STATE POLICE 15
IL-2004-000142,IL,2004-01-01,06:20,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1966.0,38.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Pblt 2002,,ILLINOIS STATE POLICE 08
IL-2004-000143,IL,2004-01-01,06:29,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,F,1938.0,66.0,Caucasian,White,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Olds 2000,,ILLINOIS STATE POLICE 09
IL-2004-000144,IL,2004-01-01,06:34,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1986.0,18.0,Caucasian,White,"Moving Violation,Other",Moving violation,TRUE,Custodial Arrest,Incident to Arrest,TRUE,Citation,,,Niss 1996,FALSE,ILLINOIS STATE POLICE 16
IL-2004-000145,IL,2004-01-01,06:35,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1980.0,24.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Jep 1994,,ILLINOIS STATE POLICE 03
IL-2004-000146,IL,2004-01-01,06:39,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1983.0,21.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Buic 1994,,ILLINOIS STATE POLICE 15
IL-2004-000147,IL,2004-01-01,06:40,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1959.0,45.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Daew 2001,,ILLINOIS STATE POLICE 15
IL-2004-000148,IL,2004-01-01,06:50,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1973.0,31.0,Caucasian,White,"Moving Violation,Other",Moving violation,TRUE,Custodial Arrest,Incident to Arrest,TRUE,Citation,,,Cadi 2002,TRUE,ILLINOIS STATE POLICE 09
IL-2004-000149,IL,2004-01-01,06:59,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1977.0,27.0,Hispanic,Hispanic,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Ford 1992,,ILLINOIS STATE POLICE 03
IL-2004-000150,IL,2004-01-01,07:00,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1980.0,24.0,Asian/Pacific Islander,Asian,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Citation,,,Hond 1999,,ILLINOIS STATE POLICE 03
IL-2004-000151,IL,2004-01-01,07:03,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1961.0,43.0,African American,Black,"Moving Violation,Other",Moving violation,TRUE,Incident to Arrest,Incident to Arrest,FALSE,Citation,,,Chry 2001,,ILLINOIS STATE POLICE 15
IL-2004-000152,IL,2004-01-01,07:05,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1949.0,55.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Gmc 1995,,ILLINOIS STATE POLICE 15
IL-2004-000153,IL,2004-01-01,07:05,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1980.0,24.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Chry 2000,,ILLINOIS STATE POLICE 15
IL-2004-000154,IL,2004-01-01,07:08,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1987.0,17.0,Asian/Pacific Islander,Asian,"Moving Violation,Speed",Speeding,TRUE,Incident to Arrest,Incident to Arrest,FALSE,Citation,,,Hond 1995,,ILLINOIS STATE POLICE 03
IL-2004-000155,IL,2004-01-01,07:10,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,M,1979.0,25.0,Asian/Pacific Islander,Asian,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Mits 2002,,ILLINOIS STATE POLICE 12
IL-2004-000156,IL,2004-01-01,07:10,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1954.0,50.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 2002,,ILLINOIS STATE POLICE 15
IL-2004-000157,IL,2004-01-01,07:15,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,F,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pors 2004,,ILLINOIS STATE POLICE 09
IL-2004-000158,IL,2004-01-01,07:18,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1980.0,24.0,African American,Black,"Moving Violation,Other",Moving violation,TRUE,Custodial Arrest,Incident to Arrest,FALSE,Citation,,,Chev 2003,,ILLINOIS STATE POLICE 18
IL-2004-000159,IL,2004-01-01,07:22,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,F,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Volk 2003,,ILLINOIS STATE POLICE 10
IL-2004-000160,IL,2004-01-01,07:28,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1976.0,28.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Isuz 1994,,ILLINOIS STATE POLICE 15
IL-2004-000161,IL,2004-01-01,07:35,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1964.0,40.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Mits 2004,,ILLINOIS STATE POLICE 15
IL-2004-000162,IL,2004-01-01,07:40,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1979.0,25.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Buic 1989,,ILLINOIS STATE POLICE 15
IL-2004-000163,IL,2004-01-01,07:40,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1984.0,20.0,Caucasian,White,"Moving Violation,SeatBelt",Seat belt,FALSE,,,FALSE,Citation,,,Ford 1991,,ILLINOIS STATE POLICE 16
IL-2004-000164,IL,2004-01-01,07:40,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,M,1968.0,36.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Kia 2000,,ILLINOIS STATE POLICE 13
IL-2004-000165,IL,2004-01-01,07:45,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1971.0,33.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Hond 1999,,ILLINOIS STATE POLICE 03
IL-2004-000166,IL,2004-01-01,07:45,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Frht 2002,,ILLINOIS STATE POLICE 08
IL-2004-000167,IL,2004-01-01,07:49,ILLINOIS STATE POLICE 20,,,20,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1995,,ILLINOIS STATE POLICE 20
IL-2004-000168,IL,2004-01-01,07:52,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Moving Violation,Other",Moving violation,TRUE,Custodial Arrest,Incident to Arrest,FALSE,Citation,,,Volk 2002,,ILLINOIS STATE POLICE 09
IL-2004-000169,IL,2004-01-01,08:03,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,F,1975.0,29.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 1999,,ILLINOIS STATE POLICE 06
IL-2004-000170,IL,2004-01-01,08:06,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1949.0,55.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Jeep 2002,,ILLINOIS STATE POLICE 09
IL-2004-000171,IL,2004-01-01,08:07,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,F,1949.0,55.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Verbal Warning,,,Ford 1994,,ILLINOIS STATE POLICE 16
IL-2004-000172,IL,2004-01-01,08:09,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,F,1954.0,50.0,Caucasian,White,"Moving Violation,Lane Violation",Safe movement,TRUE,Consent,Consent,FALSE,Written Warning,,,Buic 1990,,ILLINOIS STATE POLICE 21
IL-2004-000173,IL,2004-01-01,08:10,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1980.0,24.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Chev 1995,,ILLINOIS STATE POLICE 15
IL-2004-000174,IL,2004-01-01,08:10,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1951.0,53.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 2001,,ILLINOIS STATE POLICE 16
IL-2004-000175,IL,2004-01-01,08:11,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,M,1946.0,58.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Dodg 1998,,ILLINOIS STATE POLICE 12
IL-2004-000176,IL,2004-01-01,08:18,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1938.0,66.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Merc 2001,,ILLINOIS STATE POLICE 11
IL-2004-000177,IL,2004-01-01,08:19,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1975.0,29.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Ford 2004,,ILLINOIS STATE POLICE 16
IL-2004-000178,IL,2004-01-01,08:20,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,F,1981.0,23.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Cadi 1993,,ILLINOIS STATE POLICE 03
IL-2004-000179,IL,2004-01-01,08:20,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,M,1952.0,52.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Audi 1998,,ILLINOIS STATE POLICE 21
IL-2004-000180,IL,2004-01-01,08:24,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chry 1997,,ILLINOIS STATE POLICE 16
IL-2004-000181,IL,2004-01-01,08:25,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,M,1973.0,31.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Volk 2001,,ILLINOIS STATE POLICE 06
IL-2004-000182,IL,2004-01-01,08:30,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1955.0,49.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Frht 2004,,ILLINOIS STATE POLICE 08
IL-2004-000183,IL,2004-01-01,08:35,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1978.0,26.0,Asian/Pacific Islander,Asian,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Infi 1990,,ILLINOIS STATE POLICE 15
IL-2004-000184,IL,2004-01-01,08:35,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,F,1954.0,50.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Toyt 1999,,ILLINOIS STATE POLICE 08
IL-2004-000185,IL,2004-01-01,08:40,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1971.0,33.0,Caucasian,White,"Equipment,NA",Equipment,TRUE,Custodial Arrest,Incident to Arrest,FALSE,Citation,,,Pont 2000,,ILLINOIS STATE POLICE 03
IL-2004-000186,IL,2004-01-01,08:49,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1947.0,57.0,Hispanic,Hispanic,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Gmc 1984,,ILLINOIS STATE POLICE 16
IL-2004-000187,IL,2004-01-01,08:51,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1954.0,50.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Audi 2004,,ILLINOIS STATE POLICE 16
IL-2004-000188,IL,2004-01-01,08:52,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1969.0,35.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 1993,,ILLINOIS STATE POLICE 08
IL-2004-000189,IL,2004-01-01,08:55,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1955.0,49.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Dodg 2002,,ILLINOIS STATE POLICE 10
IL-2004-000190,IL,2004-01-01,08:55,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1964.0,40.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1998,,ILLINOIS STATE POLICE 16
IL-2004-000191,IL,2004-01-01,09:00,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1959.0,45.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Volv 1999,,ILLINOIS STATE POLICE 10
IL-2004-000192,IL,2004-01-01,09:00,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 1997,,ILLINOIS STATE POLICE 09
IL-2004-000193,IL,2004-01-01,09:00,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1965.0,39.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Written Warning,,,Chev 1996,,ILLINOIS STATE POLICE 15
IL-2004-000194,IL,2004-01-01,09:10,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,M,1975.0,29.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 1992,,ILLINOIS STATE POLICE 12
IL-2004-000195,IL,2004-01-01,09:14,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1966.0,38.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 1992,,ILLINOIS STATE POLICE 18
IL-2004-000196,IL,2004-01-01,09:15,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1964.0,40.0,African American,Black,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Written Warning,,,Ford 1999,,ILLINOIS STATE POLICE 15
IL-2004-000197,IL,2004-01-01,09:15,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Mits 2003,,ILLINOIS STATE POLICE 15
IL-2004-000198,IL,2004-01-01,09:25,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,M,1968.0,36.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 2003,,ILLINOIS STATE POLICE 12
IL-2004-000199,IL,2004-01-01,09:25,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1958.0,46.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Frei 2004,,ILLINOIS STATE POLICE 08
