id,state,stop_date,stop_time,location_raw,county_name,county_fips,fine_grained_location,police_department,driver_gender,driver_age_raw,driver_age,driver_race_raw,driver_race,violation_raw,violation,search_conducted,search_type_raw,search_type,contraband_found,stop_outcome,is_arrested,violations,officer_id,officer_gender,officer_race,highway_type,road_number,milepost,lat,lon,contact_type,enforcements,drugs_related_stop
WA-2009-0000001,WA,2009-01-01,00:00,Spokane,Spokane County,53063,S-002-280,,M,27.0,27.0,Other,Other,Other Def Equipment,Equipment,TRUE,No Search,,TRUE,Verbal Warning,,31,850,M,White,S,002,280,47.643152,-117.544585,Self-Initiated Contact,3,FALSE
WA-2009-0000002,WA,2009-01-01,00:00,,,,C-018-NA,,M,21.0,21.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,6,610,F,White,C,018,,,,Self-Initiated Contact,3,FALSE
WA-2009-0000003,WA,2009-01-01,00:00,King,King County,53033,S-516-7,,F,17.0,17.0,Other,Other,Speed,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,4,491,M,White,S,516,7,47.373378,-122.209356,Self-Initiated Contact,3,FALSE
WA-2009-0000004,WA,2009-01-01,00:00,King,King County,53033,S-515-2,,M,31.0,31.0,Asian,Asian,"Headlights - None,Insurance - None,License Susp/Rev 3rd Deg","License,Lights,Paperwork",TRUE,Incident to Arrest,Incident to Arrest,FALSE,Arrest or Citation,,"23,182,185",511,M,White,S,515,2,47.414073,-122.197144,Self-Initiated Contact,"1,1,1",FALSE
WA-2009-0000005,WA,2009-01-01,00:00,Kitsap,Kitsap County,53035,S-303-8,,F,24.0,24.0,White,White,Light Violations,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,"22,22",119,M,White,S,303,8,47.659471,-122.675907,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000006,WA,2009-01-01,00:00,Pierce,Pierce County,53053,I-005-138,,M,36.0,36.0,White,White,"DUI - With test,License Susp/Rev 3rd Deg,Speed - Radar","DUI,License,Speeding",FALSE,No Search,,FALSE,Arrest or Citation,,"6,1,185",331,M,White,I,005,138,47.240716,-122.356301,Self-Initiated Contact,"1,1,1",FALSE
WA-2009-0000007,WA,2009-01-01,00:00,Benton,Benton County,53005,S-395-16,,M,26.0,26.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,6,235,M,White,S,395,16,46.196569,-119.1606675,Self-Initiated Contact,3,FALSE
WA-2009-0000008,WA,2009-01-01,00:00,Thurston,Thurston County,53067,I-005-110,,M,61.0,61.0,White,White,"Lane Travel,Shoulder",Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,"12,13",743,M,White,I,005,110,47.048975,-122.818612,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000009,WA,2009-01-01,00:00,,,,C-017-991,,M,33.0,33.0,African American,Black,"Lane Travel,License Susp/Rev 3rd Deg,Signal","License,Safe movement",FALSE,No Search,,FALSE,Arrest or Citation,,"185,16,12",650,M,White,C,017,991,,,Self-Initiated Contact,"1,3,3",FALSE
WA-2009-0000010,WA,2009-01-01,00:00,Kitsap,Kitsap County,53035,S-303-1,,F,18.0,18.0,White,White,"Light Violations,Speed - Radar,Vehicle registration (paper)","Paperwork,Safe movement,Speeding",FALSE,No Search,,FALSE,Verbal Warning,,"6,22,152",342,M,White,S,303,1,47.610495,-122.628756,Self-Initiated Contact,"3,3,3",FALSE
WA-2009-0000011,WA,2009-01-01,00:00,Pierce,Pierce County,53053,S-016-8,,M,19.0,19.0,White,White,Lane Travel,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,12,29,M,White,S,016,8,47.282902,-122.560638,Self-Initiated Contact,3,FALSE
WA-2009-0000012,WA,2009-01-01,00:00,King,King County,53033,I-005-169,,F,50.0,50.0,White,White,"Headlights - None,Insurance - None","Lights,Paperwork",FALSE,No Search,,FALSE,Verbal Warning,,"23,182",758,M,White,I,005,169,47.619195,-122.328252,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000013,WA,2009-01-01,00:00,Benton,Benton County,53005,S-240-40,,F,39.0,39.0,Hispanic,Hispanic,Turning,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,17,838,M,White,S,240,40,46.2303615,-119.2007445,Self-Initiated Contact,3,FALSE
WA-2009-0000014,WA,2009-01-01,00:00,Kitsap,Kitsap County,53035,S-303-8,,M,22.0,22.0,White,White,Light Violations,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,22,119,M,White,S,303,8,47.659471,-122.675907,Self-Initiated Contact,3,FALSE
WA-2009-0000015,WA,2009-01-01,00:00,King,King County,53033,I-005-169,,M,24.0,24.0,Pacific Islander,Asian,"Headlights - None,Right of way,Speed","Lights,Safe movement,Speeding",FALSE,No Search,,FALSE,Arrest or Citation,,"23,10,4",232,M,White,I,005,169,47.619195,-122.328252,Self-Initiated Contact,"1,1,3",FALSE
WA-2009-0000016,WA,2009-01-01,00:00,,,,C-032-NA,,F,60.0,60.0,White,White,Oper Licence - I,Paperwork,FALSE,No Search,,FALSE,Verbal Warning,,181,281,M,White,C,032,,,,Self-Initiated Contact,3,FALSE
WA-2009-0000017,WA,2009-01-01,00:00,Pierce,Pierce County,53053,I-005-137,,F,28.0,28.0,White,White,Speed,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,4,331,M,White,I,005,137,47.240716,-122.356301,Aggressive driving,1,FALSE
WA-2009-0000018,WA,2009-01-01,00:00,,,,C-027-NA,,M,28.0,28.0,African American,Black,"Light Violations,Safety Belt","Safe movement,Seat belt",FALSE,No Search,,FALSE,Arrest or Citation,,"174,22",24,M,White,C,027,,,,Self-Initiated Contact,"1,1",FALSE
WA-2009-0000019,WA,2009-01-01,00:00,Snohomish,Snohomish County,53061,S-002-2,,F,40.0,40.0,White,White,"DUI - With test,Lane Travel,Signal","DUI,Safe movement",TRUE,Incident to Arrest,Incident to Arrest,FALSE,Arrest or Citation,,"16,12,1",875,M,White,S,002,2,47.978414,-122.147555,Self-Initiated Contact,"3,3,1",FALSE
WA-2009-0000020,WA,2009-01-01,00:00,,,,C-031-NA,,M,33.0,33.0,White,White,"DUI - With test,Follow close,Lane Travel,Signal,Speed - Radar","DUI,Safe movement,Speeding",TRUE,Incident to Arrest,Incident to Arrest,FALSE,Arrest or Citation,,"6,9,12,16,1",203,M,White,C,031,,,,Aggressive driving,"1,3,3,3,1",FALSE
WA-2009-0000021,WA,2009-01-01,00:00,Snohomish,Snohomish County,53061,S-009-15,,M,18.0,18.0,White,White,Light Violations,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,22,361,M,White,S,009,15,47.991658,-122.104416,Self-Initiated Contact,3,FALSE
WA-2009-0000022,WA,2009-01-01,00:00,Kitsap,Kitsap County,53035,S-303-4,,M,59.0,59.0,White,White,Light Violations,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,22,278,M,White,S,303,4,47.624718,-122.628759,Self-Initiated Contact,3,FALSE
WA-2009-0000023,WA,2009-01-01,00:00,Island,Island County,53029,S-020-22,,M,52.0,52.0,White,White,Headlights - None,Lights,FALSE,No Search,,FALSE,Verbal Warning,,23,246,M,White,S,020,22,48.212277,-122.689119,Self-Initiated Contact,3,FALSE
WA-2009-0000024,WA,2009-01-01,00:00,Kitsap,Kitsap County,53035,S-003-34,,M,38.0,38.0,White,White,Light Violations,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,22,498,M,White,S,003,34,47.524101,-122.709618,Self-Initiated Contact,3,FALSE
WA-2009-0000025,WA,2009-01-01,00:00,Snohomish,Snohomish County,53061,I-005-206,,M,31.0,31.0,East Indian,Asian,Lane Travel,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,12,427,M,Black,I,005,206,48.152372,-122.18869,Self-Initiated Contact,3,FALSE
WA-2009-0000026,WA,2009-01-01,00:00,,,,C-015-NA,,F,19.0,19.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,6,92,M,White,C,015,,,,Self-Initiated Contact,3,FALSE
WA-2009-0000027,WA,2009-01-01,00:00,Snohomish,Snohomish County,53061,S-002-5,,M,,,White,White,Light Violations,Safe movement,FALSE,No Search,,FALSE,Arrest or Citation,,22,495,M,White,S,002,5,47.95189,-122.102727,Collisions,1,FALSE
WA-2009-0000028,WA,2009-01-01,00:00,King,King County,53033,I-005-176,,M,59.0,59.0,White,White,Lane Travel,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,12,259,M,White,I,005,176,47.756025,-122.32953,Self-Initiated Contact,3,FALSE
WA-2009-0000029,WA,2009-01-01,00:00,Benton,Benton County,53005,S-240-41,,M,27.0,27.0,White,White,"Signal,Speed","Safe movement,Speeding",FALSE,No Search,,FALSE,Verbal Warning,,"4,16",838,M,White,S,240,41,46.2266635,-119.1805905,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000030,WA,2009-01-01,00:00,Benton,Benton County,53005,S-395-16,,F,16.0,16.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,235,M,White,S,395,16,46.196569,-119.1606675,Self-Initiated Contact,1,FALSE
WA-2009-0000031,WA,2009-01-01,00:00,King,King County,53033,I-005-163,,F,47.0,47.0,White,White,"DUI - With test,Insurance - None,Lane Change,Lane Travel","DUI,Paperwork,Safe movement",FALSE,No Search,,FALSE,Arrest or Citation,,"12,37,182,1",186,M,White,I,005,163,47.57139,-122.319901,Aggressive driving,"3,3,3,1",FALSE
WA-2009-0000032,WA,2009-01-01,00:00,Kitsap,Kitsap County,53035,S-310-1,,M,17.0,17.0,White,White,Turning,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,17,296,M,White,S,310,1,47.571391,-122.66187,Self-Initiated Contact,3,FALSE
WA-2009-0000033,WA,2009-01-01,00:00,,,,C-032-NA,,M,59.0,59.0,White,White,"Drugs - Misdemeanor,Insurance - None,License Susp/Rev 3rd Deg,Light Violations,Other Def Equipment,Vehicle Lic (tabs/plates)","Equipment,License,Other,Paperwork,Registration/plates,Safe movement",TRUE,Incident to Arrest,Incident to Arrest,TRUE,Arrest or Citation,,"22,31,151,185,908,908,182",281,M,White,C,032,,,,Self-Initiated Contact,"3,3,3,1,3,1,1",TRUE
WA-2009-0000034,WA,2009-01-01,00:00,King,King County,53033,I-005-169,,M,28.0,28.0,African American,Black,Lane Travel,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,12,356,F,White,I,005,169,47.619195,-122.328252,Self-Initiated Contact,3,FALSE
WA-2009-0000035,WA,2009-01-01,00:00,Snohomish,Snohomish County,53061,I-405-28,,M,21.0,21.0,Asian,Asian,Signal,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,16,19,M,White,I,405,28,47.827514,-122.256006,Self-Initiated Contact,3,FALSE
WA-2009-0000036,WA,2009-01-01,00:00,King,King County,53033,S-516-7,,M,46.0,46.0,African American,Black,"Insurance - None,Oper Licence - I,Speed","Paperwork,Speeding",FALSE,No Search,,FALSE,Verbal Warning,,"4,181,182",491,M,White,S,516,7,47.373378,-122.209356,Self-Initiated Contact,"3,3,3",FALSE
WA-2009-0000037,WA,2009-01-01,00:00,Kitsap,Kitsap County,53035,S-303-2,,F,19.0,19.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,342,M,White,S,303,2,47.610495,-122.628756,Self-Initiated Contact,1,FALSE
WA-2009-0000038,WA,2009-01-01,00:00,Spokane,Spokane County,53063,I-090-282,,M,29.0,29.0,White,White,Signal,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,16,65,M,Asian,I,090,282,47.653582,-117.390295,Self-Initiated Contact,3,FALSE
WA-2009-0000039,WA,2009-01-01,00:00,Grays Harbor,Grays Harbor County,53027,S-012-8,,F,30.0,30.0,White,White,Light Violations,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,22,546,M,White,S,012,8,46.976575,-123.6509485,Self-Initiated Contact,3,FALSE
WA-2009-0000040,WA,2009-01-01,00:00,,,,C-029-NA,,F,18.0,18.0,White,White,"Drugs - Misdemeanor,DUI - Drugs W/Test,Insurance - None,Lane Travel,Traffic Light","DUI,Other,Paperwork,Safe movement,Stop sign/light",TRUE,Incident to Arrest,Incident to Arrest,TRUE,Arrest or Citation,,"101,908,19,12,182",335,M,White,C,029,,,,Aggressive driving,"1,1,3,3,3",TRUE
WA-2009-0000041,WA,2009-01-01,00:00,,,,C-017-NA,,M,33.0,33.0,African American,Black,"Safety Belt,Vehicle Lic (tabs/plates)","Registration/plates,Seat belt",FALSE,No Search,,FALSE,Arrest or Citation,,"174,151",135,M,White,C,017,,,,Self-Initiated Contact,"1,1",FALSE
WA-2009-0000042,WA,2009-01-01,00:00,Pierce,Pierce County,53053,I-005-122,,M,60.0,60.0,White,White,Light Violations,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,22,24,M,White,I,005,122,47.12695,-122.542583,Self-Initiated Contact,3,FALSE
WA-2009-0000043,WA,2009-01-01,00:00,Whatcom,Whatcom County,53073,S-542-16,,M,71.0,71.0,White,White,,,FALSE,No Search,,FALSE,,,,236,M,White,S,542,16,48.828015,-122.177791,Collisions,,FALSE
WA-2009-0000044,WA,2009-01-01,00:00,King,King County,53033,I-005-163,,F,50.0,50.0,White,White,Headlights - None,Lights,FALSE,No Search,,FALSE,Verbal Warning,,23,294,F,White,I,005,163,47.57139,-122.319901,Self-Initiated Contact,3,FALSE
WA-2009-0000045,WA,2009-01-01,00:00,,,,C-018-NA,,M,51.0,51.0,Other,Other,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,6,610,F,White,C,018,,,,Self-Initiated Contact,3,FALSE
WA-2009-0000046,WA,2009-01-01,00:00,King,King County,53033,I-005-158,,M,39.0,39.0,White,White,Headlights - None,Lights,FALSE,No Search,,FALSE,Verbal Warning,,23,652,M,White,I,005,158,47.507842,-122.281437,Self-Initiated Contact,3,FALSE
WA-2009-0000047,WA,2009-01-01,00:00,King,King County,53033,I-405-13,,M,27.0,27.0,White,White,"Lane Travel,Speed","Safe movement,Speeding",FALSE,No Search,,FALSE,Verbal Warning,,"12,4",380,M,White,I,405,13,47.614608,-122.1889,Aggressive driving,"3,3",FALSE
WA-2009-0000048,WA,2009-01-01,00:00,King,King County,53033,S-515-1,,F,23.0,23.0,Pacific Islander,Asian,Lane Travel,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,12,491,M,White,S,515,1,47.414073,-122.197144,Self-Initiated Contact,3,FALSE
WA-2009-0000049,WA,2009-01-01,00:00,,,,C-017-991,,F,24.0,24.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,6,650,M,White,C,017,991,,,Self-Initiated Contact,3,FALSE
WA-2009-0000050,WA,2009-01-01,00:00,Pierce,Pierce County,53053,I-005-137,,F,30.0,30.0,Hispanic,Hispanic,Open Container,Other,FALSE,No Search,,FALSE,Arrest or Citation,,900,331,M,White,I,005,137,47.240716,-122.356301,Self-Initiated Contact,1,FALSE
WA-2009-0000051,WA,2009-01-01,00:00,Jefferson,Jefferson County,53031,S-019-10,,,,,,,,,FALSE,,,FALSE,,,,504,M,Hispanic,S,019,10,48.02011,-122.778039,Self-Initiated Physical Assist,,FALSE
WA-2009-0000052,WA,2009-01-01,00:00,King,King County,53033,S-519-1,,,,,,,,,FALSE,,,FALSE,,,,908,M,White,S,519,1,47.595404,-122.334095,Calls for service,,FALSE
WA-2009-0000053,WA,2009-01-01,00:00,Grays Harbor,Grays Harbor County,53027,S-012-4,,,,,,,,,FALSE,,,FALSE,,,,546,M,White,S,012,4,46.970712,-123.7350655,Self-Initiated Physical Assist,,FALSE
WA-2009-0000054,WA,2009-01-01,00:00,Kittitas,Kittitas County,53037,I-090-82,,,,,,,,,FALSE,,,FALSE,,,,40,M,White,I,090,82,47.183747,-121.015065,Calls for service,,FALSE
WA-2009-0000055,WA,2009-01-01,00:00,Skagit,Skagit County,53057,S-011-1,,,,,,,,,FALSE,,,FALSE,,,,256,M,White,S,011,1,48.495895,-122.350604,Calls for service,,FALSE
WA-2009-0000056,WA,2009-01-01,00:00,,,,C-032-NA,,,,,,,,,FALSE,,,FALSE,,,,65,M,Asian,C,032,,,,Calls for service,,FALSE
WA-2009-0000057,WA,2009-01-01,00:00,Adams,Adams County,53001,I-090-221,,,,,,,,,FALSE,,,FALSE,,,,234,M,Other,I,090,221,47.118879,-118.362901,Calls for service,,FALSE
WA-2009-0000058,WA,2009-01-01,00:00,,,,C-017-991,,,,,,,,,FALSE,,,FALSE,,,,650,M,White,C,017,991,,,Calls for service,,FALSE
WA-2009-0000059,WA,2009-01-01,00:00,Snohomish,Snohomish County,53061,S-009-4,,,,,,,,,FALSE,,,FALSE,,,,429,M,White,S,009,4,47.837279,-122.124175,Calls for service,,FALSE
WA-2009-0000060,WA,2009-01-01,00:00,Snohomish,Snohomish County,53061,I-405-27,,,,,,,,,FALSE,,,FALSE,,,,264,M,White,I,405,27,47.794829,-122.214332,Calls for service,,FALSE
WA-2009-0000061,WA,2009-01-01,00:00,Pierce,Pierce County,53053,I-005-125,,,,,,,,,FALSE,,,FALSE,,,,24,M,White,I,005,125,47.147289,-122.504109,Calls for service,,FALSE
WA-2009-0000062,WA,2009-01-01,00:00,Spokane,Spokane County,53063,I-090-299,,,,,,,,,FALSE,,,FALSE,,,,562,M,White,I,090,299,47.695988,-117.048025,Calls for service,,FALSE
WA-2009-0000063,WA,2009-01-01,00:00,,,,C-032-NA,,,,,,,,,FALSE,,,FALSE,,,,847,M,White,C,032,,,,Calls for service,,FALSE
WA-2009-0000064,WA,2009-01-01,00:00,Snohomish,Snohomish County,53061,I-005-188,,,,,,,,,FALSE,,,FALSE,,,,264,M,White,I,005,188,47.918362,-122.206636,Calls for service,,FALSE
WA-2009-0000065,WA,2009-01-01,00:00,Douglas,Douglas County,53017,S-002-139,,,,,,,,,FALSE,,,FALSE,,,,542,M,White,S,002,139,47.611311,-120.228291,Calls for service,,FALSE
WA-2009-0000066,WA,2009-01-01,00:00,Cowlitz,Cowlitz County,53015,I-005-45,,,,,,,,,FALSE,,,FALSE,,,,396,M,White,I,005,45,46.23352,-122.88716,Self-Initiated Physical Assist,,FALSE
WA-2009-0000067,WA,2009-01-01,00:00,Cowlitz,Cowlitz County,53015,I-005-44,,,,,,,,,FALSE,,,FALSE,,,,396,M,White,I,005,44,46.183994,-122.897367,Self-Initiated Physical Assist,,FALSE
WA-2009-0000068,WA,2009-01-01,00:00,,,,C-021-NA,,,,,,,,,FALSE,,,FALSE,,,,693,M,White,C,021,,,,Calls for service,,FALSE
WA-2009-0000069,WA,2009-01-01,00:00,King,King County,53033,I-005-157,,,,,,,,,FALSE,,,FALSE,,,,652,M,White,I,005,157,47.482815,-122.270802,Calls for service,,FALSE
WA-2009-0000070,WA,2009-01-01,00:00,Benton,Benton County,53005,S-395-16,,,,,,,,,FALSE,,,FALSE,,,,235,M,White,S,395,16,46.196569,-119.1606675,Self-Initiated Physical Assist,,FALSE
WA-2009-0000071,WA,2009-01-01,00:00,Kittitas,Kittitas County,53037,I-090-82,,,,,,,,,FALSE,,,FALSE,,,,40,M,White,I,090,82,47.183747,-121.015065,Self-Initiated Physical Assist,,FALSE
WA-2009-0000072,WA,2009-01-01,00:00,Klickitat,Klickitat County,53039,S-014-78,,,,,,,,,FALSE,,,FALSE,,,,167,M,White,S,014,78,45.683028,-121.252863,Calls for service,,FALSE
WA-2009-0000073,WA,2009-01-01,00:00,Kittitas,Kittitas County,53037,I-090-82,,,,,,,,,FALSE,,,FALSE,,,,40,M,White,I,090,82,47.183747,-121.015065,Self-Initiated Physical Assist,,FALSE
WA-2009-0000074,WA,2009-01-01,00:00,,,,C-039-993,,,,,,,,,FALSE,,,FALSE,,,,58,M,White,C,039,993,,,Calls for service,,FALSE
WA-2009-0000075,WA,2009-01-01,00:00,Spokane,Spokane County,53063,I-090-283,,,,,,,,,FALSE,,,FALSE,,,,406,M,White,I,090,283,47.654053,-117.369119,Calls for service,,FALSE
WA-2009-0000076,WA,2009-01-01,00:00,Snohomish,Snohomish County,53061,S-002-2,,,,,,,,,FALSE,,,FALSE,,,,361,M,White,S,002,2,47.978414,-122.147555,Calls for service,,FALSE
WA-2009-0000077,WA,2009-01-01,00:00,Snohomish,Snohomish County,53061,I-005-195,,,,,,,,,FALSE,,,FALSE,,,,427,M,Black,I,005,195,47.988194,-122.183063,Calls for service,,FALSE
WA-2009-0000078,WA,2009-01-01,00:00,Cowlitz,Cowlitz County,53015,I-005-29,,,,,,,,,FALSE,,,FALSE,,,,168,M,White,I,005,29,46.012423,-122.84778,Calls for service,,FALSE
WA-2009-0000079,WA,2009-01-01,00:00,Clallam,Clallam County,53009,S-101-270,,,,,,,,,FALSE,,,FALSE,,,,504,M,Hispanic,S,101,270,48.030029999999996,-123.019931,Self-Initiated Physical Assist,,FALSE
WA-2009-0000080,WA,2009-01-01,00:00,Cowlitz,Cowlitz County,53015,I-005-42,,,,,,,,,FALSE,,,FALSE,,,,116,M,White,I,005,42,46.183994,-122.897367,Self-Initiated Physical Assist,,FALSE
WA-2009-0000081,WA,2009-01-01,00:00,,,,C-016-995,,,,,,,,,FALSE,,,FALSE,,,,504,M,Hispanic,C,016,995,,,Self-Initiated Physical Assist,,FALSE
WA-2009-0000082,WA,2009-01-01,00:00,Thurston,Thurston County,53067,I-005-110,,,,,,,,,FALSE,,,FALSE,,,,743,M,White,I,005,110,47.048975,-122.818612,Self-Initiated Physical Assist,,FALSE
WA-2009-0000083,WA,2009-01-01,00:00,Lincoln,Lincoln County,53043,I-090-242,,,,,,,,,FALSE,,,FALSE,,,,234,M,Other,I,090,242,47.270822,-118.060864,Self-Initiated Physical Assist,,FALSE
WA-2009-0000084,WA,2009-01-01,00:00,Kittitas,Kittitas County,53037,I-090-63,,,,,,,,,FALSE,,,FALSE,,,,165,M,White,I,090,63,47.269748,-121.264409,Self-Initiated Physical Assist,,FALSE
WA-2009-0000085,WA,2009-01-01,00:00,King,King County,53033,I-005-143,,,,,,,,,FALSE,,,FALSE,,,,339,M,White,I,005,143,47.315865,-122.296899,Calls for service,,FALSE
WA-2009-0000086,WA,2009-01-01,00:00,Thurston,Thurston County,53067,I-005-95,,,,,,,,,FALSE,,,FALSE,,,,731,M,White,I,005,95,46.894356,-122.961706,Calls for service,,FALSE
WA-2009-0000087,WA,2009-01-01,00:00,Clallam,Clallam County,53009,S-101-253,,,,,,,,,FALSE,,,FALSE,,,,117,M,White,S,101,253,48.105231,-123.344511,Self-Initiated Physical Assist,,FALSE
WA-2009-0000088,WA,2009-01-01,00:00,Yakima,Yakima County,53077,S-410-88,,,,,,,,,FALSE,,,FALSE,,,,553,M,White,S,410,88,46.97735,-121.176652,Collisions,,FALSE
WA-2009-0000089,WA,2009-01-01,00:00,Spokane,Spokane County,53063,I-090-283,,,,,,,,,FALSE,,,FALSE,,,,65,M,Asian,I,090,283,47.654053,-117.369119,Calls for service,,FALSE
WA-2009-0000090,WA,2009-01-01,00:00,Pierce,Pierce County,53053,S-007-52,,,,,,,,,FALSE,,,FALSE,,,,341,M,Asian,S,007,52,47.150208,-122.434349,Calls for service,,FALSE
WA-2009-0000091,WA,2009-01-01,00:00,Pierce,Pierce County,53053,I-005-125,,,,,,,,,FALSE,,,FALSE,,,,418,M,White,I,005,125,47.147289,-122.504109,Calls for service,,FALSE
WA-2009-0000092,WA,2009-01-01,00:00,Spokane,Spokane County,53063,S-290-18,,,,,,,,,FALSE,,,FALSE,,,,562,M,White,S,290,18,47.732739,-117.049113,Calls for service,,FALSE
WA-2009-0000093,WA,2009-01-01,00:00,Kittitas,Kittitas County,53037,I-090-101,,,,,,,,,FALSE,,,FALSE,,,,40,M,White,I,090,101,47.054229,-120.666276,Self-Initiated Physical Assist,,FALSE
WA-2009-0000094,WA,2009-01-01,00:00,King,King County,53033,I-005-166,,,,,,,,,FALSE,,,FALSE,,,,259,M,White,I,005,166,47.619195,-122.328252,Self-Initiated Physical Assist,,FALSE
WA-2009-0000095,WA,2009-01-01,01:00,Kitsap,Kitsap County,53035,S-310-0,,M,24.0,24.0,White,White,"Insurance - None,License Susp/Rev 3rd Deg,Traffic Light","License,Paperwork,Stop sign/light",FALSE,No Search,,FALSE,Arrest or Citation,,"19,185,182",342,M,White,S,310,0,47.571391,-122.66187,Self-Initiated Contact,"1,1,3",FALSE
WA-2009-0000096,WA,2009-01-01,01:00,Mason,Mason County,53045,S-003-27,,F,47.0,47.0,White,White,Light Violations,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,22,509,M,Asian,S,003,27,47.457471,-122.817848,Self-Initiated Contact,3,FALSE
WA-2009-0000097,WA,2009-01-01,01:00,Clallam,Clallam County,53009,S-101-258,,M,37.0,37.0,White,White,Bicycle Violations,Other,FALSE,No Search,,FALSE,Verbal Warning,,"34,34",504,M,Hispanic,S,101,258,48.089887,-123.241099,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000098,WA,2009-01-01,01:00,King,King County,53033,S-169-22,,M,21.0,21.0,White,White,Light Violations,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,22,652,M,White,S,169,22,47.464893000000004,-122.135165,Self-Initiated Contact,3,FALSE
WA-2009-0000099,WA,2009-01-01,01:00,,,,C-017-NA,,M,20.0,20.0,East Indian,Asian,Light Violations,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,22,800,M,White,C,017,,,,Self-Initiated Contact,3,FALSE
WA-2009-0000100,WA,2009-01-01,01:00,,,,C-031-NA,,M,56.0,56.0,White,White,DUI - With test,DUI,TRUE,Incident to Arrest,Incident to Arrest,FALSE,Arrest or Citation,,1,264,M,White,C,031,,,,Calls for service,1,FALSE
WA-2009-0000101,WA,2009-01-01,01:00,King,King County,53033,I-090-22,,M,19.0,19.0,White,White,Speed - Too fast,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,7,640,M,White,I,090,22,47.531672,-121.979548,Self-Initiated Contact,3,FALSE
WA-2009-0000102,WA,2009-01-01,01:00,Clark,Clark County,53011,I-205-35,,F,20.0,20.0,White,White,Shoulder,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,13,247,M,White,I,205,35,45.718134,-122.649672,Calls for service,3,FALSE
WA-2009-0000103,WA,2009-01-01,01:00,,,,C-027-NA,,M,21.0,21.0,African American,Black,"License Susp/Rev 3rd Deg,Light Violations,Oper Licence - I","License,Paperwork,Safe movement",TRUE,Incident to Arrest,Incident to Arrest,FALSE,Arrest or Citation,,"185,181,22",418,M,White,C,027,,,,Self-Initiated Contact,"1,1,3",FALSE
WA-2009-0000104,WA,2009-01-01,01:00,King,King County,53033,I-005-153,,F,54.0,54.0,White,White,"Lane Change,Shoulder",Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,"37,13",339,M,White,I,005,153,47.453871,-122.264013,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000105,WA,2009-01-01,01:00,Skagit,Skagit County,53057,S-020-51,,M,20.0,20.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,6,92,M,White,S,020,51,48.4623525,-122.537706,Self-Initiated Contact,3,FALSE
WA-2009-0000106,WA,2009-01-01,01:00,King,King County,53033,S-520-6,,M,27.0,27.0,Asian,Asian,Signal,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,16,650,M,White,S,520,6,47.642238999999996,-122.200767,Self-Initiated Contact,3,FALSE
