id,state,stop_date,stop_time,location_raw,county_name,county_fips,fine_grained_location,police_department,driver_gender,driver_age_raw,driver_age,driver_race_raw,driver_race,violation_raw,violation,search_conducted,search_type_raw,search_type,contraband_found,stop_outcome,is_arrested,violations,officer_id,officer_gender,officer_race,highway_type,road_number,milepost,lat,lon,contact_type,enforcements,drugs_related_stop
WA-2009-0000619,WA,2009-01-01,09:00,Clark,Clark County,53011,S-014-14,,M,48.0,48.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,157,M,White,S,014,14,45.577886,-122.398867,Self-Initiated Contact,1,FALSE
WA-2009-0000620,WA,2009-01-01,09:00,Pierce,Pierce County,53053,S-512-1,,M,36.0,36.0,African American,Black,Safety Belt,Seat belt,FALSE,No Search,,FALSE,Arrest or Citation,,174,330,M,Black,S,512,1,47.1586095,-122.460028,Self-Initiated Contact,1,FALSE
WA-2009-0000621,WA,2009-01-01,09:00,Snohomish,Snohomish County,53061,I-005-181,,F,52.0,52.0,White,White,Speed,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,4,286,M,White,I,005,181,47.831616,-122.263131,Self-Initiated Contact,3,FALSE
WA-2009-0000622,WA,2009-01-01,09:00,Pierce,Pierce County,53053,I-005-126,,M,56.0,56.0,White,White,"Speed - Radar,Vehicle registration (paper)","Paperwork,Speeding",FALSE,No Search,,FALSE,Arrest or Citation,,"6,152",330,M,Black,I,005,126,47.147289,-122.504109,Self-Initiated Contact,"1,3",FALSE
WA-2009-0000623,WA,2009-01-01,09:00,King,King County,53033,I-005-145,,M,51.0,51.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,198,M,White,I,005,145,47.315865,-122.296899,Aggressive driving,1,FALSE
WA-2009-0000624,WA,2009-01-01,09:00,Skagit,Skagit County,53057,I-005-226,,M,40.0,40.0,Hispanic,Hispanic,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,6,12,M,White,I,005,226,48.41726,-122.332794,Self-Initiated Contact,3,FALSE
WA-2009-0000625,WA,2009-01-01,09:00,Snohomish,Snohomish County,53061,I-005-210,,M,44.0,44.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,620,M,White,I,005,210,48.209616,-122.215713,Aggressive driving,1,FALSE
WA-2009-0000626,WA,2009-01-01,09:00,Pierce,Pierce County,53053,I-005-127,,F,23.0,23.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,163,M,White,I,005,127,47.163133,-122.479713,Aggressive driving,1,FALSE
WA-2009-0000627,WA,2009-01-01,09:00,Snohomish,Snohomish County,53061,I-005-187,,F,37.0,37.0,Other,Other,"Insurance - None,Speed - Radar,Vehicle registration (paper)","Paperwork,Speeding",FALSE,No Search,,FALSE,Arrest or Citation,,"6,182,152",1001,M,White,I,005,187,47.881899,-122.233314,Aggressive driving,"1,1,3",FALSE
WA-2009-0000628,WA,2009-01-01,09:00,Skagit,Skagit County,53057,S-020-53,,F,40.0,40.0,White,White,"Insurance - None,Speed - Radar","Paperwork,Speeding",FALSE,No Search,,FALSE,Written Warning,,"6,182",466,M,White,S,020,53,48.448674,-122.4766295,Self-Initiated Contact,"2,2",FALSE
WA-2009-0000629,WA,2009-01-01,09:00,Skagit,Skagit County,53057,S-538-1,,F,80.0,80.0,White,White,"Insurance - None,Speed - Radar,Vehicle Lic (tabs/plates)","Paperwork,Registration/plates,Speeding",FALSE,No Search,,FALSE,Verbal Warning,,"6,151,182",679,M,White,S,538,1,48.435685,-122.319467,Self-Initiated Contact,"3,3,3",FALSE
WA-2009-0000630,WA,2009-01-01,09:00,Klickitat,Klickitat County,53039,S-014-82,,M,39.0,39.0,Hispanic,Hispanic,Right of way,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,10,76,M,White,S,014,82,45.651699,-121.18646,Self-Initiated Contact,3,FALSE
WA-2009-0000631,WA,2009-01-01,09:00,Snohomish,Snohomish County,53061,S-522-22,,M,32.0,32.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,400,M,White,S,522,22,47.834685,-122.021204,Self-Initiated Contact,1,FALSE
WA-2009-0000632,WA,2009-01-01,09:00,Snohomish,Snohomish County,53061,S-099-51,,M,81.0,81.0,White,White,"Restrictive Sign,Signal",Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,"20,16",437,M,White,S,099,51,47.873763,-122.273069,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000633,WA,2009-01-01,09:00,Pierce,Pierce County,53053,S-512-1,,M,36.0,36.0,White,White,Safety Belt,Seat belt,FALSE,No Search,,FALSE,Arrest or Citation,,174,330,M,Black,S,512,1,47.1586095,-122.460028,Self-Initiated Contact,1,FALSE
WA-2009-0000634,WA,2009-01-01,09:00,Franklin,Franklin County,53021,S-395-33,,M,25.0,25.0,Hispanic,Hispanic,"Insurance - None,License Susp/Rev 3rd Deg,Speed - Radar","License,Paperwork,Speeding",FALSE,No Search,,FALSE,Arrest or Citation,,"6,182,185",654,M,Hispanic,S,395,33,46.394848,-119.061125,Self-Initiated Contact,"1,1,1",FALSE
WA-2009-0000635,WA,2009-01-01,09:00,Whatcom,Whatcom County,53073,I-005-268,,M,24.0,24.0,Hispanic,Hispanic,"DUI - With test,Open Container,Shoulder,Vehicle Lic (tabs/plates)","DUI,Other,Registration/plates,Safe movement",FALSE,No Search,,FALSE,Arrest or Citation,,"13,151,1,900",308,M,White,I,005,268,48.891995,-122.59689,Collisions,"1,3,1,1",FALSE
WA-2009-0000636,WA,2009-01-01,09:00,Douglas,Douglas County,53017,S-002-134,,F,23.0,23.0,Hispanic,Hispanic,"Insurance - None,Speed - Too fast","Paperwork,Speeding",FALSE,No Search,,FALSE,Arrest or Citation,,"7,182",348,M,White,S,002,134,47.544566,-120.258843,Collisions,"1,3",FALSE
WA-2009-0000637,WA,2009-01-01,09:00,,,,C-036-994,,M,29.0,29.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,1,M,White,C,036,994,,,Aggressive driving,1,FALSE
WA-2009-0000638,WA,2009-01-01,09:00,Snohomish,Snohomish County,53061,I-005-183,,F,21.0,21.0,White,White,"Follow close,Other Def Equipment,Speed - Radar","Equipment,Safe movement,Speeding",FALSE,No Search,,FALSE,Arrest or Citation,,"6,9,31",286,M,White,I,005,183,47.849814,-122.257266,Self-Initiated Contact,"1,3,3",FALSE
WA-2009-0000639,WA,2009-01-01,09:00,Kitsap,Kitsap County,53035,S-003-37,,,,,,,,,FALSE,,,FALSE,,,,734,M,White,S,003,37,47.553712,-122.67106,Calls for service,,FALSE
WA-2009-0000640,WA,2009-01-01,09:00,Chelan,Chelan County,53007,S-002-93,,,,,,,,,FALSE,,,FALSE,,,,188,M,White,S,002,93,47.645604,-120.723622,Calls for service,,FALSE
WA-2009-0000641,WA,2009-01-01,09:00,King,King County,53033,I-005-172,,,,,,,,,FALSE,,,FALSE,,,,626,M,White,I,005,172,47.680697,-122.320762,Calls for service,,FALSE
WA-2009-0000642,WA,2009-01-01,09:00,King,King County,53033,I-005-156,,,,,,,,,FALSE,,,FALSE,,,,162,M,White,I,005,156,47.482815,-122.270802,Self-Initiated Physical Assist,,FALSE
WA-2009-0000643,WA,2009-01-01,09:00,Clark,Clark County,53011,S-500-10,,,,,,,,,FALSE,,,FALSE,,,,608,M,Other,S,500,10,45.664735,-122.474475,Calls for service,,FALSE
WA-2009-0000644,WA,2009-01-01,09:00,Adams,Adams County,53001,S-395-78,,,,,,,,,FALSE,,,FALSE,,,,454,M,White,S,395,78,46.9152335,-118.6044855,Calls for service,,FALSE
WA-2009-0000645,WA,2009-01-01,09:00,Spokane,Spokane County,53063,S-195-70,,,,,,,,,FALSE,,,FALSE,,,,153,M,White,S,195,70,47.302821,-117.382407,Calls for service,,FALSE
WA-2009-0000646,WA,2009-01-01,09:00,Snohomish,Snohomish County,53061,I-005-186,,,,,,,,,FALSE,,,FALSE,,,,664,M,White,I,005,186,47.881899,-122.233314,Self-Initiated Physical Assist,,FALSE
WA-2009-0000647,WA,2009-01-01,09:00,Kittitas,Kittitas County,53037,I-090-98,,,,,,,,,FALSE,,,FALSE,,,,142,M,White,I,090,98,47.062665,-120.691355,Collisions,,FALSE
WA-2009-0000648,WA,2009-01-01,09:00,King,King County,53033,S-410-30,,,,,,,,,FALSE,,,FALSE,,,,683,M,White,S,410,30,47.163789,-121.898086,Self-Initiated Physical Assist,,FALSE
WA-2009-0000649,WA,2009-01-01,09:00,Snohomish,Snohomish County,53061,I-005-185,,,,,,,,,FALSE,,,FALSE,,,,664,M,White,I,005,185,47.881899,-122.233314,Self-Initiated Physical Assist,,FALSE
WA-2009-0000650,WA,2009-01-01,09:00,King,King County,53033,I-090-40,,,,,,,,,FALSE,,,FALSE,,,,529,M,White,I,090,40,47.426518,-121.60709,Calls for service,,FALSE
WA-2009-0000651,WA,2009-01-01,09:00,Yakima,Yakima County,53077,S-012-200,,,,,,,,,FALSE,,,FALSE,,,,403,M,White,S,012,200,46.6225655,-120.5627925,Calls for service,,FALSE
WA-2009-0000652,WA,2009-01-01,09:00,Thurston,Thurston County,53067,I-005-104,,,,,,,,,FALSE,,,FALSE,,,,1251,M,White,I,005,104,47.021663,-122.906079,Self-Initiated Physical Assist,,FALSE
WA-2009-0000653,WA,2009-01-01,09:00,King,King County,53033,I-005-156,,,,,,,,,FALSE,,,FALSE,,,,162,M,White,I,005,156,47.482815,-122.270802,Self-Initiated Physical Assist,,FALSE
WA-2009-0000654,WA,2009-01-01,09:00,Snohomish,Snohomish County,53061,I-005-181,,,,,,,,,FALSE,,,FALSE,,,,437,M,White,I,005,181,47.831616,-122.263131,Self-Initiated Physical Assist,,FALSE
WA-2009-0000655,WA,2009-01-01,09:00,Snohomish,Snohomish County,53061,I-005-210,,,,,,,,,FALSE,,,FALSE,,,,620,M,White,I,005,210,48.209616,-122.215713,Calls for service,,FALSE
WA-2009-0000656,WA,2009-01-01,09:00,Snohomish,Snohomish County,53061,I-005-180,,,,,,,,,FALSE,,,FALSE,,,,108,M,White,I,005,180,47.799451,-122.314429,Self-Initiated Physical Assist,,FALSE
WA-2009-0000657,WA,2009-01-01,09:00,Chelan,Chelan County,53007,S-002-105,,,,,,,,,FALSE,,,FALSE,,,,188,M,White,S,002,105,47.55454,-120.584814,Self-Initiated Physical Assist,,FALSE
WA-2009-0000658,WA,2009-01-01,09:00,King,King County,53033,I-005-170,,,,,,,,,FALSE,,,FALSE,,,,707,M,White,I,005,170,47.680697,-122.320762,Calls for service,,FALSE
WA-2009-0000659,WA,2009-01-01,09:00,King,King County,53033,I-090-52,,,,,,,,,FALSE,,,FALSE,,,,529,M,White,I,090,52,47.420665,-121.436658,Calls for service,,FALSE
WA-2009-0000660,WA,2009-01-01,09:00,Kittitas,Kittitas County,53037,I-090-118,,,,,,,,,FALSE,,,FALSE,,,,142,M,White,I,090,118,46.956272,-120.30614,Collisions,,FALSE
WA-2009-0000661,WA,2009-01-01,09:00,King,King County,53033,S-900-7,,,,,,,,,FALSE,,,FALSE,,,,162,M,White,S,900,7,47.495657,-122.268503,Calls for service,,FALSE
WA-2009-0000662,WA,2009-01-01,09:00,,,,C-003-NA,,,,,,,,,FALSE,,,FALSE,,,,225,M,Other,C,003,,,,Calls for service,,FALSE
WA-2009-0000663,WA,2009-01-01,09:00,Kitsap,Kitsap County,53035,S-003-41,,,,,,,,,FALSE,,,FALSE,,,,464,M,White,S,003,41,47.602461,-122.707736,Self-Initiated Physical Assist,,FALSE
WA-2009-0000664,WA,2009-01-01,09:00,King,King County,53033,I-005-173,,,,,,,,,FALSE,,,FALSE,,,,231,M,White,I,005,173,47.708691,-122.329921,Calls for service,,FALSE
WA-2009-0000665,WA,2009-01-01,09:00,Cowlitz,Cowlitz County,53015,I-005-26,,,,,,,,,FALSE,,,FALSE,,,,314,M,White,I,005,26,45.980079,-122.824824,Calls for service,,FALSE
WA-2009-0000666,WA,2009-01-01,09:00,King,King County,53033,S-410-30,,,,,,,,,FALSE,,,FALSE,,,,683,M,White,S,410,30,47.163789,-121.898086,Self-Initiated Physical Assist,,FALSE
WA-2009-0000667,WA,2009-01-01,09:00,King,King County,53033,I-005-145,,,,,,,,,FALSE,,,FALSE,,,,564,M,White,I,005,145,47.315865,-122.296899,Calls for service,,FALSE
WA-2009-0000668,WA,2009-01-01,09:00,Adams,Adams County,53001,S-395-93,,,,,,,,,FALSE,,,FALSE,,,,226,M,White,S,395,93,47.073369,-118.410028,Calls for service,,FALSE
WA-2009-0000669,WA,2009-01-01,09:00,,,,C-003-NA,,,,,,,,,FALSE,,,FALSE,,,,394,M,White,C,003,,,,Calls for service,,FALSE
WA-2009-0000670,WA,2009-01-01,09:00,Snohomish,Snohomish County,53061,I-005-183,,,,,,,,,FALSE,,,FALSE,,,,664,M,White,I,005,183,47.849814,-122.257266,Self-Initiated Physical Assist,,FALSE
WA-2009-0000671,WA,2009-01-01,09:00,Douglas,Douglas County,53017,S-028-8,,,,,,,,,FALSE,,,FALSE,,,,713,M,White,S,028,8,47.371502,-120.142772,Self-Initiated Physical Assist,,FALSE
WA-2009-0000672,WA,2009-01-01,09:00,,,,C-032-NA,,,,,,,,,FALSE,,,FALSE,,,,35,F,White,C,032,,,,Calls for service,,FALSE
WA-2009-0000673,WA,2009-01-01,09:00,Yakima,Yakima County,53077,S-012-185,,,,,,,,,FALSE,,,FALSE,,,,403,M,White,S,012,185,46.741365,-120.789299,Calls for service,,FALSE
WA-2009-0000674,WA,2009-01-01,09:00,Stevens,Stevens County,53065,S-395-207,,,,,,,,,FALSE,,,FALSE,,,,251,M,White,S,395,207,48.274377,-117.715483,Self-Initiated Physical Assist,,FALSE
WA-2009-0000675,WA,2009-01-01,09:00,Chelan,Chelan County,53007,S-002-100,,,,,,,,,FALSE,,,FALSE,,,,188,M,White,S,002,100,47.594223,-120.640594,Calls for service,,FALSE
WA-2009-0000676,WA,2009-01-01,09:00,Snohomish,Snohomish County,53061,I-005-210,,,,,,,,,FALSE,,,FALSE,,,,690,M,White,I,005,210,48.209616,-122.215713,Calls for service,,FALSE
WA-2009-0000677,WA,2009-01-01,09:00,King,King County,53033,I-405-6,,,,,,,,,FALSE,,,FALSE,,,,564,M,White,I,405,6,47.518617,-122.198413,Self-Initiated Physical Assist,,FALSE
WA-2009-0000678,WA,2009-01-01,09:00,King,King County,53033,I-090-52,,,,,,,,,FALSE,,,FALSE,,,,395,M,White,I,090,52,47.420665,-121.436658,Calls for service,,FALSE
WA-2009-0000679,WA,2009-01-01,10:00,Kittitas,Kittitas County,53037,I-090-70,,M,35.0,35.0,Hispanic,Hispanic,Restrictive Sign,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,20,250,M,White,I,090,70,47.250003,-121.189883,Self-Initiated Contact,3,FALSE
WA-2009-0000680,WA,2009-01-01,10:00,,,,C-031-NA,,M,57.0,57.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,110,M,White,C,031,,,,Self-Initiated Contact,1,FALSE
WA-2009-0000681,WA,2009-01-01,10:00,Pierce,Pierce County,53053,I-005-128,,M,39.0,39.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,163,M,White,I,005,128,47.163133,-122.479713,Aggressive driving,1,FALSE
WA-2009-0000682,WA,2009-01-01,10:00,,,,C-031-991,,M,73.0,73.0,White,White,"Speed - Radar,Vehicle registration (paper)","Paperwork,Speeding",FALSE,No Search,,FALSE,Verbal Warning,,"6,152",400,M,White,C,031,991,,,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000683,WA,2009-01-01,10:00,Skagit,Skagit County,53057,S-020-53,,M,47.0,47.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,466,M,White,S,020,53,48.448674,-122.4766295,Self-Initiated Contact,1,FALSE
WA-2009-0000684,WA,2009-01-01,10:00,King,King County,53033,I-005-173,,M,28.0,28.0,White,White,Safety Belt,Seat belt,FALSE,No Search,,FALSE,Arrest or Citation,,174,231,M,White,I,005,173,47.708691,-122.329921,Self-Initiated Contact,1,FALSE
WA-2009-0000685,WA,2009-01-01,10:00,Clark,Clark County,53011,S-014-13,,M,26.0,26.0,Hispanic,Hispanic,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,157,M,White,S,014,13,45.575462,-122.418895,Self-Initiated Contact,1,FALSE
WA-2009-0000686,WA,2009-01-01,10:00,Pacific,Pacific County,53049,S-101-36,,F,70.0,70.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,6,482,M,White,S,101,36,46.524979,-123.886901,Self-Initiated Contact,3,FALSE
WA-2009-0000687,WA,2009-01-01,10:00,King,King County,53033,S-167-12,,F,18.0,18.0,White,White,Speed,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,4,719,M,White,S,167,12,47.2690835,-122.260749,Self-Initiated Contact,3,FALSE
WA-2009-0000688,WA,2009-01-01,10:00,Snohomish,Snohomish County,53061,S-525-3,,F,50.0,50.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,218,M,White,S,525,3,47.85873,-122.274434,Aggressive driving,1,FALSE
WA-2009-0000689,WA,2009-01-01,10:00,Pacific,Pacific County,53049,S-004-5,,F,57.0,57.0,White,White,Light Violations,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,22,482,M,White,S,004,5,46.376552,-123.797573,Self-Initiated Contact,3,FALSE
WA-2009-0000690,WA,2009-01-01,10:00,Skagit,Skagit County,53057,I-005-227,,F,21.0,21.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,12,M,White,I,005,227,48.439546,-122.340935,Self-Initiated Contact,1,FALSE
WA-2009-0000691,WA,2009-01-01,10:00,,,,C-015-993,,M,54.0,54.0,White,White,Lane Travel,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,12,156,M,White,C,015,993,,,Self-Initiated Contact,3,FALSE
WA-2009-0000692,WA,2009-01-01,10:00,King,King County,53033,S-099-43,,F,29.0,29.0,White,White,Light Violations,Safe movement,FALSE,No Search,,FALSE,Verbal Warning,,22,108,M,White,S,099,43,47.756488,-122.345925,Self-Initiated Contact,3,FALSE
WA-2009-0000693,WA,2009-01-01,10:00,,,,S-099-34,,M,62.0,62.0,African American,Black,Speed,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,4,537,M,White,S,099,34,,,Self-Initiated Contact,3,FALSE
WA-2009-0000694,WA,2009-01-01,10:00,Pierce,Pierce County,53053,S-512-2,,F,26.0,26.0,White,White,"Vehicle Lic (tabs/plates),Vehicle registration (paper)","Paperwork,Registration/plates",FALSE,No Search,,FALSE,Verbal Warning,,"151,152",238,F,White,S,512,2,47.1582755,-122.4388485,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000695,WA,2009-01-01,10:00,Snohomish,Snohomish County,53061,I-005-203,,M,19.0,19.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,414,M,White,I,005,203,48.09661,-122.184917,Self-Initiated Contact,1,FALSE
WA-2009-0000696,WA,2009-01-01,10:00,Franklin,Franklin County,53021,S-395-19,,M,45.0,45.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,88,M,White,S,395,19,46.2273575,-119.134706,Self-Initiated Contact,1,FALSE
WA-2009-0000697,WA,2009-01-01,10:00,Clallam,Clallam County,53009,S-101-260,,M,25.0,25.0,White,White,"Insurance - None,Speed - Radar","Paperwork,Speeding",FALSE,No Search,,FALSE,Verbal Warning,,"6,182",289,M,White,S,101,260,48.083692,-123.199015,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000698,WA,2009-01-01,10:00,Snohomish,Snohomish County,53061,I-005-210,,M,50.0,50.0,White,White,Secure Load,Truck,FALSE,No Search,,FALSE,Verbal Warning,,25,690,M,White,I,005,210,48.209616,-122.215713,,3,FALSE
WA-2009-0000699,WA,2009-01-01,10:00,Pierce,Pierce County,53053,I-005-125,,M,39.0,39.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,330,M,Black,I,005,125,47.147289,-122.504109,Self-Initiated Contact,1,FALSE
WA-2009-0000700,WA,2009-01-01,10:00,Pierce,Pierce County,53053,I-005-116,,F,24.0,24.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,330,M,Black,I,005,116,47.083055,-122.66716,Self-Initiated Contact,1,FALSE
WA-2009-0000701,WA,2009-01-01,10:00,King,King County,53033,S-167-15,,F,27.0,27.0,White,White,Speed,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,4,719,M,White,S,167,15,47.3114705,-122.2466985,Self-Initiated Contact,3,FALSE
WA-2009-0000702,WA,2009-01-01,10:00,Skagit,Skagit County,53057,S-020-57,,F,19.0,19.0,White,White,Vehicle Lic (tabs/plates),Registration/plates,FALSE,No Search,,FALSE,Verbal Warning,,151,679,M,White,S,020,57,48.454792,-122.390878,Self-Initiated Contact,3,FALSE
WA-2009-0000703,WA,2009-01-01,10:00,Grant,Grant County,53025,S-028-35,,F,19.0,19.0,White,White,"Lane Travel,Speed - Too fast","Safe movement,Speeding",FALSE,No Search,,FALSE,Verbal Warning,,"7,12",322,M,White,S,028,35,47.236759,-119.743074,Collisions,"3,3",FALSE
WA-2009-0000704,WA,2009-01-01,10:00,Thurston,Thurston County,53067,I-005-111,,M,39.0,39.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,696,M,White,I,005,111,47.062982,-122.767827,Self-Initiated Contact,1,FALSE
WA-2009-0000705,WA,2009-01-01,10:00,Mason,Mason County,53045,S-101-355,,M,37.0,37.0,White,White,"Speed,Vehicle Lic (tabs/plates)","Registration/plates,Speeding",FALSE,No Search,,FALSE,Verbal Warning,,"4,151",862,M,Asian,S,101,355,47.1095135,-123.1002355,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000706,WA,2009-01-01,10:00,Snohomish,Snohomish County,53061,I-005-209,,M,21.0,21.0,White,White,"Other violations - C,Vehicle Lic (tabs/plates)","Other,Registration/plates",FALSE,No Search,,FALSE,Verbal Warning,,"151,99",174,M,White,I,005,209,48.187822,-122.202559,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000707,WA,2009-01-01,10:00,Island,Island County,53029,S-020-24,,M,48.0,48.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,156,M,White,S,020,24,48.2141,-122.729076,Self-Initiated Contact,1,FALSE
WA-2009-0000708,WA,2009-01-01,10:00,King,King County,53033,S-167-16,,M,21.0,21.0,White,White,"Insurance - None,Speed","Paperwork,Speeding",FALSE,No Search,,FALSE,Verbal Warning,,"4,182",719,M,White,S,167,16,47.325403,-122.244943,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000709,WA,2009-01-01,10:00,Clallam,Clallam County,53009,S-101-249,,M,18.0,18.0,White,White,"Insurance - None,Oper Licence - I,Vehicle Lic (tabs/plates)","Paperwork,Registration/plates",FALSE,No Search,,FALSE,Verbal Warning,,"151,182,181",289,M,White,S,101,249,48.105714999999996,-123.394379,Self-Initiated Contact,"3,3,3",FALSE
WA-2009-0000710,WA,2009-01-01,10:00,Snohomish,Snohomish County,53061,I-005-181,,M,19.0,19.0,Asian,Asian,Safety Belt,Seat belt,FALSE,No Search,,FALSE,Verbal Warning,,174,664,M,White,I,005,181,47.831616,-122.263131,Self-Initiated Contact,3,FALSE
WA-2009-0000711,WA,2009-01-01,10:00,Clallam,Clallam County,53009,S-101-217,,M,65.0,65.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Verbal Warning,,6,103,M,White,S,101,217,48.071952,-123.999908,Self-Initiated Contact,3,FALSE
WA-2009-0000712,WA,2009-01-01,10:00,Pierce,Pierce County,53053,S-512-8,,M,23.0,23.0,White,White,"Vehicle Lic (tabs/plates),Vehicle registration (paper)","Paperwork,Registration/plates",FALSE,No Search,,FALSE,Verbal Warning,,"151,152",238,F,White,S,512,8,47.1587995,-122.3116745,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000713,WA,2009-01-01,10:00,Pierce,Pierce County,53053,I-005-118,,F,22.0,22.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,330,M,Black,I,005,118,47.092318,-122.626292,Self-Initiated Contact,1,FALSE
WA-2009-0000714,WA,2009-01-01,10:00,Snohomish,Snohomish County,53061,I-005-210,,M,74.0,74.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,110,M,White,I,005,210,48.209616,-122.215713,Aggressive driving,1,FALSE
WA-2009-0000715,WA,2009-01-01,10:00,Thurston,Thurston County,53067,I-005-114,,F,31.0,31.0,African American,Black,Other violations - C,Other,FALSE,No Search,,FALSE,Verbal Warning,,99,1251,M,White,I,005,114,47.067947,-122.716916,Self-Initiated Contact,3,FALSE
WA-2009-0000716,WA,2009-01-01,10:00,Spokane,Spokane County,53063,S-002-296,,M,16.0,16.0,White,White,Neg Driving - 2nd Degree,Safe movement,FALSE,No Search,,FALSE,Arrest or Citation,,53,442,M,White,S,002,296,47.775977,-117.371728,Collisions,1,FALSE
WA-2009-0000717,WA,2009-01-01,10:00,Clallam,Clallam County,53009,S-101-259,,F,44.0,44.0,White,White,"Centerline,Insurance - None,Safety Belt","Paperwork,Safe movement,Seat belt",FALSE,No Search,,FALSE,Verbal Warning,,"11,174,182",289,M,White,S,101,259,48.087107,-123.220407,Self-Initiated Contact,"3,3,3",FALSE
WA-2009-0000718,WA,2009-01-01,10:00,Skagit,Skagit County,53057,I-005-218,,F,22.0,22.0,White,White,"Lane Travel,Speed - Radar","Safe movement,Speeding",FALSE,No Search,,FALSE,Arrest or Citation,,"6,12",6,M,White,I,005,218,48.307915,-122.316111,Self-Initiated Contact,"1,3",FALSE
WA-2009-0000719,WA,2009-01-01,10:00,Pierce,Pierce County,53053,S-410-52,,M,24.0,24.0,Asian,Asian,Vehicle registration (paper),Paperwork,FALSE,No Search,,FALSE,Verbal Warning,,152,683,M,White,S,410,52,47.045114,-121.569771,Collisions,3,FALSE
WA-2009-0000720,WA,2009-01-01,10:00,Skagit,Skagit County,53057,S-020-53,,F,22.0,22.0,White,White,Speed - Radar,Speeding,FALSE,No Search,,FALSE,Arrest or Citation,,6,466,M,White,S,020,53,48.448674,-122.4766295,Self-Initiated Contact,1,FALSE
WA-2009-0000721,WA,2009-01-01,10:00,Pierce,Pierce County,53053,S-167-6,,M,25.0,25.0,White,White,"Speed,Vehicle registration (paper)","Paperwork,Speeding",FALSE,No Search,,FALSE,Verbal Warning,,"4,152",719,M,White,S,167,6,47.2015,-122.284777333333,Self-Initiated Contact,"3,3",FALSE
WA-2009-0000722,WA,2009-01-01,10:00,Grays Harbor,Grays Harbor County,53027,S-012-11,,F,27.0,27.0,White,White,Vehicle Lic (tabs/plates),Registration/plates,FALSE,No Search,,FALSE,Verbal Warning,,151,613,M,White,S,012,11,46.978894,-123.5902345,Self-Initiated Contact,3,FALSE
WA-2009-0000723,WA,2009-01-01,10:00,Pierce,Pierce County,53053,I-005-122,,M,47.0,47.0,White,White,Vehicle Lic (tabs/plates),Registration/plates,FALSE,No Search,,FALSE,Verbal Warning,,151,178,M,Black,I,005,122,47.12695,-122.542583,Self-Initiated Contact,3,FALSE
